Property Flag,% of Initial Pool Balance,2nd Largest Tenant,2nd Largest Tenant % of NSF,2nd Largest Tenant Lease Expiration(4),2nd Largest Tenant NSF,3rd Largest Tenant,3rd Largest Tenant % of NSF,3rd Largest Tenant Lease Expiration(4),3rd Largest Tenant NSF,4th Largest Tenant,4th Largest Tenant % of NSF,4th Largest Tenant Lease Expiration(4),4th Largest Tenant NSF,5th Largest Tenant,5th Largest Tenant % of NSF,5th Largest Tenant Lease Expiration(4),5th Largest Tenant NSF,ARD (Yes/No),ARD Loan Final Maturity Date,Address,Administrative Fee Rate(3) %,Annual Debt Service (IO) $,Annual Debt Service (PI) $,Appraisal Report Date,Appraised Value $,Appraised Value As-of Date,Asset Representations Reviewer Fee Rate %,CREFC Fee Rate %,Cash Management Status,City,Coop - Coop Units,Coop - Investor Units,Coop - LTV as Rental %,Coop - Rental Value $,Coop - Sponsor Units,Coop - Sponsor/ Investor Carry $,Coop - Unsold Percent %,County,Crossed With Other Loans,Cut-Off Date LTV Ratio %,Cut-off Date Balance $,Cut-off Date Balance per SF/ Units/Rooms $,Cut-off Date Mezzanine Debt Balance $,Cut-off Date Pari Passu Mortgage Debt Balance $,Cut-off Date Subord. Mortgage Debt Balance $,Detailed Property Type,Due Date,Engineering Report Date,Environmental Phase I Report Date,First PI Payment Date (Partial IO Loans),First Payment Date,Footnotes,General Property Type,Grace Period to Default (Days),Grace Period to Late Charge (Days),Ground Lease Initial Lease Expiration Date,Hotel Franchise Agreement Expiration Date,Initial Other Reserves $,Interest Accrual Basis,Largest Tenant,Largest Tenant % of NSF,Largest Tenant Lease Expiration(4),Largest Tenant NSF,Loan ID,Loan Purpose,Lockbox Type,Master Servicing Fee Rate %,Maturity Date,Maturity Date LTV Ratio %,Maturity/ARD Balance $,Monthly Debt Service (IO) $,Monthly Debt Service (PI) $,Monthly Insurance Reserves $,Monthly Replacement Reserves $,Monthly TI/LC Reserves $,Monthly Tax Reserves $,Mortgage Loan Originator(1),Mortgage Loan Seller(1),Mortgage Rate %,Most Recent Expenses $,Most Recent NOI $,Most Recent NOI Date,Most Recent NOI Debt Yield %,Most Recent Revenues $,No. of Properties,Non-Recourse Carveout Guarantor,Note Date,Occupancy Rate As-of Date,Occupancy Rate(2) %,Ongoing Other Reserves $,Original Amortization Term (mos.),Original Balance $,Original Interest-Only Period (mos.),Original Term to Maturity (mos.),Other Reserves Description,PML %,Pari Passu Loan Primary Servicing Fee Rate %,Prepayment Provisions (No. of Payments),Primary Servicing Fee Rate %,Property Name,Related-Borrower Loans,Remaining Amortization Term (mos.),Remaining Interest-Only Period (mos.),Remaining Term to Maturity (mos.),Replacement Reserve Cap $,Seasoning (mos.),Second Most Recent Expenses $,Second Most Recent NOI $,Second Most Recent NOI Date,Second Most Recent NOI Debt Yield %,Second Most Recent Revenues $,Seismic Report Date,Seismic Zone (Y/N),Size,Sponsor,State,TI/LC Reserve Cap $,Third Most Recent Expenses $,Third Most Recent NOI $,Third Most Recent NOI Date,Third Most Recent NOI Debt Yield %,Third Most Recent Revenues $,Title Type,Total Debt Cut-off Date LTV Ratio %,Total Debt UW NCF DSCR,Total Debt UW NOI Debt Yield %,Total Mortgage Debt Cut-off Date LTV Ratio %,Total Mortgage Debt UW NCF DSCR,Total Mortgage Debt UW NOI Debt Yield %,Trust Advisor Fee Rate %,Trustee Fee Rate %,UW NCF DSCR (IO),UW NCF DSCR (PI),UW NOI DSCR (IO),UW NOI DSCR (PI),Underwritten Effective Gross Income $,Underwritten NCF $,Underwritten NCF Debt Yield %,Underwritten NOI $,Underwritten NOI Debt Yield %,Underwritten Occupancy Rate %,Underwritten Replacement Reserves $,Underwritten TI/LC $,Underwritten Total Expenses $,Units of Measure,Upfront Deferred Maint. Reserve $,Upfront Insurance Reserves $,Upfront Replacement Reserves $,Upfront TI/LC Reserves $,Upfront Tax Reserves $,YM Formula,Year Built,Year Renovated,Zip Code
Loan,2.4,,,,,,,,,,,,,,,,,No,6-10-2028,,0.01323,0.00,"$1,451,068.92",,"147,700,000",,0.00030,0.00050,Springing,,,,,,,,,,No,63.5,"22,367,177",105.84,,"71,376,148",,,Sixth,,,,6-11-2018,"5, 6, 7",,0,0,,,"3,664,994",Actual/360,,,,,18.0,Acquisition,Springing,0.00250,6-10-2028,52.6,"18,549,717",0.00,"120,922.41","18,419","11,071",0,"225,211",SMC,SMC,5.0100,"3,996,132","10,512,329",31-8-2018 TTM,11.2,"14,508,461",3.0,Alan Hassenflu,5-10-2018,,96.5,0,360.0,"22,500,000",0.0,120.0,"Existing TI/LC Reserve ($3,557,280); Rent Concession Reserve ($107,714)",,0.00125,LO(12);YM1(104);O(4),0.00000,Fidelis Portfolio,,355.0,0.0,115.0,0,5.0,"4,398,547","10,165,703",31-12-2017,10.8,"14,564,250",,,885707.0,Alan Hassenflu,,"1,500,000","4,345,843","10,138,789",31-12-2016,10.8,"14,484,632",,,,,63.5,1.74x,11.9,0.00119,0.00749,,1.74x,,1.84x,"15,940,840","10,597,854",11.3,"11,173,564",11.9,91.5,"132,856","442,854","4,767,276",SF,0,"107,526",0,"1,500,000","2,477,325",B,,,
Property,0.9,University of Texas Medical Branch UTMB,23.7,30-8-2028,87615.0,Hobby Lobby,14.9,30-4-2024,55000.0,Best Buy,8.1,31-1-2023,30038.0,Goodwill,4.9,31-12-2020,18055.0,,,2520 Gulf Freeway South,,,,22-10-2018,"56,600,000",17-8-2018,,,,League City,,,,,,,,Galveston,,,"8,799,812",,,,,Anchored,,12-7-2018,29-8-2018,,,,Retail,,,,,,,J. C. Penney Co.,28.0,30-9-2033,103525.0,18.01,,,,,,"7,297,926",,,,,,,SMC,SMC,,"1,257,703","3,968,472",31-8-2018 TTM,,"5,226,175",,,,1-10-2018,99.4,,,"8,852,068",,,,,,,,Victory Lakes Town Center,,,,,,,"1,412,495","3,836,923",31-12-2017,,"5,249,419",,No,370367.0,,TX,,"1,441,769","3,831,834",31-12-2016,,"5,273,603",Fee,,,,,,,,,,,,,"6,033,195","4,232,813",,"4,473,551",,95.0,"55,555","185,184","1,559,644",SF,,,,,,,2006,,77573.0
Property,0.9,Ross Dress for Less,11.4,31-1-2024,27689.0,PetSmart,11.3,31-7-2023,27404.0,Dollar Tree,4.9,30-6-2028,11985.0,Famous Footwear,2.9,31-1-2020,7000.0,,,8800 State Highway 121,,,,22-10-2018,"55,100,000",17-8-2018,,,,McKinney,,,,,,,,Collin,,,"8,467,744",,,,,Anchored,,12-7-2018,29-8-2018,,,,Retail,,,,,,,Patel Brothers,12.4,31-7-2028,30000.0,18.02,,,,,,"7,022,533",,,,,,,SMC,SMC,,"1,375,241","3,665,914",31-8-2018 TTM,,"5,041,155",,,,1-10-2018,94.0,,,"8,518,028",,,,,,,,McKinney Towne Crossing,,,,,,,"1,514,492","3,498,438",31-12-2017,,"5,012,930",,No,242805.0,,TX,,"1,500,573","3,361,761",31-12-2016,,"4,862,334",Fee,,,,,,,,,,,,,"5,602,997","3,700,234",,"3,858,058",,87.3,"36,421","121,403","1,744,940",SF,,,,,,,2006,,75070.0
Property,0.5,LA Fitness,16.5,31-12-2020,45000.0,Ross Dress for Less,11.1,31-1-2021,30174.0,Palais Royal,11.0,31-1-2021,30000.0,Bed Bath Beyond,10.3,31-1-2021,28000.0,,,5730 Highway 6,,,,22-10-2018,"36,000,000",20-8-2018,,,,Missouri City,,,,,,,,Fort Bend,,,"5,099,622",,,,,Anchored,,11-7-2018,29-8-2018,,,,Retail,,,,,,,Hobby Lobby,22.4,31-10-2021,60971.0,18.03,,,,,,"4,229,256",,,,,,,SMC,SMC,,"1,363,188","2,877,943",31-8-2018 TTM,,"4,241,131",,,,1-10-2018,94.7,,,"5,129,905",,,,,,,,Riverstone Shopping Center,,,,,,,"1,471,560","2,830,341",31-12-2017,,"4,301,901",,No,272535.0,,TX,,"1,403,501","2,945,194",31-12-2016,,"4,348,695",Fee,,,,,,,,,,,,,"4,304,647","2,664,807",,"2,841,955",,92.6,"40,880","136,268","1,462,692",SF,,,,,,,2006,,77459.0
Loan,2.2,KOIO,14.5,31-1-2023,2900.0,Despana,12.5,30-9-2028,2500.0,Nolitan Office,11.5,31-8-2028,2300.0,Thinx,10.0,28-2-2019,2000.0,No,6-2-2029,199 Lafayette Street,0.01448,"$1,166,783.33",0.00,17-1-2019,"40,000,000",9-11-2018,0.00030,0.00050,Springing,New York,,,,,,,,New York,No,47.5,"21,000,000","1,050.00",,,,Unanchored,Sixth,13-11-2018,13-11-2018,,6-3-2019,23,Retail,0,0,,,"2,000,000",Actual/360,Gran Tivoli,37.5,31-3-2033,7500.0,19.0,Refinance,Hard,0.00250,6-2-2029,52.5,"21,000,000","97,231.94",0.00,"1,491",317,"1,667","15,832",AREF,AREF,5.4800,"244,929","418,745",31-10-2018 TTM,2.2,"663,674",1.0,Edmond Li,6-2-2019,31-1-2019,100.0,0,0.0,"21,000,000",120.0,120.0,"Debt Yield Holdback Reserve ($2,000,000)",,0.00000,LO(25);DEF(91);O(4),0.00250,199 Lafayette Street,,0.0,119.0,119.0,0,1.0,"234,480","735,433",31-12-2017,3.9,"969,913",,No,20000.0,Edmond Li,NY,0,"278,374","1,239,683",31-12-2016,6.5,"1,518,057",Fee,,,,,,,0.00119,0.00749,1.44x,,1.46x,,"2,008,523","1,674,551",8.8,"1,698,351",8.9,95.0,"3,800","20,000","310,172",SF,"4,625","14,912",0,0,"47,497",,1900,,10012.0
Loan,2.2,Wellmax Health Medical Center,9.9,30-9-2022,8793.0,Navarro Discount Pharmacies,7.9,16-6-2023,7000.0,Firestone Complete Auto Care,7.4,31-10-2023,6571.0,Don Q Food by the Pound,4.0,14-5-2022,3522.0,No,1-1-2029,6400 Northwest 186th Street,0.01448,"903,375.00",0.00,10-12-2018,"34,600,000",29-11-2018,0.00030,0.00050,Springing,Hialeah,,,,,,,,Miami-Dade,No,58.5,"20,250,000",228.30,,,,Anchored,First,14-5-2018,21-5-2018,,1-2-2019,,Retail,6,6,,,0,Actual/360,Sedanos Super Market,25.9,5-10-2023,23000.0,20.0,Acquisition,Hard,0.00250,1-1-2029,58.5,"20,250,000","75,281.25",0.00,0,0,0,0,MSBNA,MSMCH,4.4000,"836,304","2,111,927",31-8-2018 T-8 Ann.,10.4,"2,948,231",1.0,BREIT Operating Partnership L.P.,19-12-2018,1-12-2018,91.7,0,0.0,"20,250,000",120.0,120.0,,,0.00000,YM0.5(26);DEF/YM0.5(87);O(7),0.00250,Vista Retail Center,,0.0,118.0,118.0,"35,480",2.0,"758,917","2,241,268",31-12-2017,11.1,"3,000,185",,No,88699.0,"Blackstone Real Estate Investment Trust, Inc.",FL,"177,398","763,563","2,155,164",31-12-2016,10.6,"2,918,727",Fee,,,,,,,0.00119,0.00749,2.22x,,2.31x,,"3,059,703","2,005,594",9.9,"2,089,859",10.3,88.9,"13,305","70,959","969,844",SF,0,0,0,0,0,C,1988,2011,33015.0
Loan,2.2,Burlington Coat Factory,18.2,28-2-2026,60000.0,Ross Dress for Less,7.6,31-1-2027,25000.0,TJ Maxx,6.4,31-8-2026,21186.0,Dollar Tree,3.8,30-9-2020,12600.0,No,6-1-2029,"12100-12400 15th Street, 5501 Trumans Marketplace Drive, 12020 South US Highway 71 and 12130 South US Highway 71",0.01448,"$1,025,548.61",0.00,8-1-2019,"31,700,000",12-10-2018,0.00030,0.00050,Springing,Grandview,,,,,,,,Jackson,No,63.8,"20,230,000",61.23,,,,Anchored,Sixth,2-4-2018,2-4-2018,,6-2-2019,24,Retail,0,0,,,0,Actual/360,Price Chopper,19.8,31-8-2031,65309.0,21.0,Acquisition,Hard,0.00250,6-1-2029,63.8,"20,230,000","85,462.38",0.00,"8,175",0,"20,651","112,971",AREF,AREF,5.0000,"1,715,038","2,176,442",31-8-2018 TTM,10.8,"3,891,480",1.0,J. Kenneth Dunn,21-12-2018,5-12-2018,88.5,0,0.0,"20,230,000",120.0,120.0,,,0.00000,LO(26);DEF(90);O(4),0.00250,Trumans Marketplace,Group B,0.0,118.0,118.0,"100,000",2.0,"1,138,645","2,394,171",31-12-2017,11.8,"3,532,816",,No,330410.0,J. Kenneth Dunn,MO,"900,000","1,073,033","1,056,897",31-12-2016,5.2,"2,129,930",Fee,,,,,,,0.00119,0.00749,2.30x,,2.59x,,"4,609,997","2,357,851",11.7,"2,652,015",13.1,94.0,"46,356","247,808","1,957,983",SF,0,"98,100","500,000","500,000","225,943",,1958,2016,64030.0
Loan,2.1,,,,,,,,,,,,,,,,,No,6-10-2028,623 Union Street,0.01448,"$1,020,986.11",0.00,2-10-2018,"276,500,000",13-9-2018,0.00030,0.00050,Springing,Nashville,,,,,,,,Davidson,No,57.9,"20,000,000","331,950.21",,"140,000,000",,Full Service,Sixth,25-9-2018,25-9-2018,,6-11-2018,5,Hospitality,0,0,,27-8-2032,0,Actual/360,,,,,22.0,Refinance,Hard,0.00250,6-10-2028,57.9,"20,000,000","85,082.18",0.00,0,"164,042",0,"129,609",AREF,AREF,5.0350,"26,827,958","22,384,613",31-8-2018 TTM,14.0,"49,212,571",1.0,"James M. Lippman; JRK-Holdings, Limited Partnership",4-10-2018,31-8-2018,79.8,0,0.0,"20,000,000",120.0,120.0,,,0.00250,LO(29);DEF(85);O(6),0.00000,Sheraton Grand Nashville Downtown,,0.0,115.0,115.0,0,5.0,"26,813,329","21,577,133",31-12-2017,13.5,"48,390,462",,No,482.0,James M. Lippman,TN,0,"25,408,909","19,940,428",31-12-2016,12.5,"45,349,337",Fee,,,,57.9,2.48x,13.9,0.00119,0.00749,2.48x,,2.72x,,"49,212,571","20,237,752",12.6,"22,206,255",13.9,79.8,"1,968,503",0,"27,006,315",Rooms,0,0,"1,000,000",0,"1,166,485",,1975,2017,37219.0
Loan,2.0,,,,,,,,,,,,,,,,,No,6-2-2029,8-08 Queens Plaza South,0.01448,0.00,"$1,294,558.92",5-2-2019,"36,000,000",1-1-2019,0.00030,0.00050,Springing,Long Island City,,,,,,,,Queens,No,52.7,"18,973,398","167,906.18",,,,Full Service,Sixth,15-11-2018,15-11-2018,,6-3-2019,,Hospitality,0,0,,,"3,984,687",Actual/360,,,,,23.0,Refinance,Springing,0.00250,6-2-2029,44.2,"15,902,586",0.00,"107,879.91","9,867","22,372",0,"26,801",SMC,SMC,5.5000,"3,371,856","3,642,285",31-12-2018,19.2,"7,014,141",1.0,Ravi Patel,6-2-2019,31-12-2018,79.1,0,360.0,"19,000,000",0.0,120.0,Holdback Reserve,,0.00000,LO(25);DEF(90);O(5),0.00250,Ravel Hotel,,359.0,0.0,119.0,"1,400,000",1.0,"2,179,792","2,128,948",31-12-2017,11.2,"4,308,740",,No,113.0,Ravi Patel,NY,0,"1,883,751","1,711,177",31-12-2016,9.0,"3,594,928",Fee,,,,,,,0.00119,0.00749,,1.77x,,1.98x,"6,711,716","2,292,696",12.1,"2,561,164",13.5,79.1,"268,469",0,"4,150,551",Rooms,0,"128,277","250,000",0,"53,602",,1999,2017,11101.0
Loan,1.9,Titan America,19.4,31-8-2029,33023.0,"A. Reddix Assoc., Inc.",7.8,31-7-2022,13221.0,UST Global,6.5,"Various (30-1-2021 - 6,379 SF; 30-7-2024 - 4,706 SF)",11085.0,GSA - Transportation Security Administration,6.4,31-12-2022,10967.0,Yes,6-8-2024,5700 and 5800 Lake Wright Drive,0.01448,"886,655.97","$1,146,529.32",31-1-2019,"28,400,000",11-1-2019,0.00030,0.00050,Springing,Norfolk,,,,,,,,Norfolk City,No,64.1,"18,200,000",106.90,,,,Suburban,Sixth,21-12-2018,17-12-2018,6-9-2021,6-3-2019,"10, 25",Office,0,0,,,"1,625,772",Actual/360,Booz Allen Hamilton,20.3,30-4-2026,34577.0,24.0,Acquisition,Springing,0.00250,6-2-2024,61.8,"17,537,149","73,888.00","95,544.11","3,220",0,"14,218","27,834",SMC,SMC,4.8050,"1,632,046","1,676,779",30-9-2018 TTM,9.2,"3,308,825",1.0,Daniel Stuzin,6-2-2019,4-2-2019,91.6,0,360.0,"18,200,000",30.0,60.0,"Outstanding TI/LC Reserve Funds ($1,381,378); Rent Concession Reserve ($244,393.66)",,0.00000,LO(24);YM1(30);O(6),0.00250,Twin Oaks,,360.0,29.0,59.0,0,1.0,"1,577,808","1,619,592",31-12-2017,8.9,"3,197,400",,No,170250.0,Daniel Stuzin,VA,0,"1,513,481","1,896,670",31-12-2016,10.4,"3,410,151",Fee,,,,,,,0.00119,0.00749,2.51x,1.94x,2.73x,2.11x,"3,983,427","2,226,750",12.2,"2,422,537",13.3,91.7,"25,538","170,250","1,560,889",SF,0,"6,439","425,000",0,0,D,2000,,23502.0
Loan,1.8,,,,,,,,,,,,,,,,,No,6-12-2028,1001 Frontier Road,0.01448,"929,551.58",0.00,16-11-2018,"56,200,000",6-11-2018,0.00030,0.00050,In Place,Bridgewater,,,,,,,,Somerset,No,56.0,"16,600,000",134.44,,"14,900,000",,Suburban,Sixth,14-11-2018,14-11-2018,,6-1-2019,5,Office,0,0,,,"497,500",Actual/360,PVH Corp.,100.0,18-1-2035,234313.0,25.0,Refinance,Hard,0.00250,6-12-2028,56.0,"16,600,000","77,462.63",0.00,"1,826",0,0,0,SMC,SMC,5.5230,,,,,,1.0,"Normandy Real Estate Management, LLC",26-11-2018,6-3-2019,100.0,0,0.0,"16,600,000",120.0,120.0,"Renovation Work Allowance Reserve ($497,500)",,0.00000,LO(12);YM1(102);O(6),0.00250,1001 Frontier Road,,0.0,117.0,117.0,0,3.0,,,,,,,No,234313.0,"Normandy Real Estate Management, LLC",NJ,0,,,,,,Fee,,,,56.0,1.44x,8.0,0.00119,0.00749,1.44x,,1.44x,,"2,607,406","2,533,351",8.0,"2,533,351",8.0,98.0,0,0,"74,054",SF,0,"7,302",0,0,0,E,1988,1996,8807.0
Loan,1.7,"Lanxess Solutions US, Inc.",18.8,31-1-2024,28962.0,"Barrington Media Group, LLC",11.7,30-11-2025,18000.0,"3GTMS, Inc",3.3,31-7-2024,5039.0,"Coyne, Von Kuhn, Brady Fries, LLC",2.6,31-8-2026,3955.0,No,6-2-2029,2-4 Armstrong Road,0.01448,"782,468.75","$1,003,073.52",30-1-2019,"22,200,000",19-12-2018,0.00030,0.00050,Springing,Shelton,,,,,,,,Fairfield,No,70.9,"15,750,000",102.15,,,,Suburban,Sixth,2-1-2019,28-12-2018,6-3-2022,6-3-2019,,Office,0,0,,,0,Actual/360,"Lifecare, Inc.",41.9,30-9-2029,64653.0,26.0,Refinance,Hard,0.00250,6-2-2029,62.8,"13,935,620","65,205.73","83,589.46",0,"1,927","6,425","13,988",AREF,AREF,4.9000,"881,812","842,071",31-12-2018,5.3,"1,723,883",1.0,Alan Ades; Maurice Ades; Robert Ades; Aaron Stauber,1-2-2019,20-12-2018,89.5,0,360.0,"15,750,000",36.0,120.0,,,0.00000,LO(25);DEF(91);O(4),0.00250,2-4 Armstrong Road,,360.0,35.0,119.0,"150,000",1.0,"710,866","-132,992",31-12-2017,-0.8,"577,874",,No,154190.0,Alan Ades; Maurice Ades; Robert Ades; Aaron Stauber,CT,"700,000","750,888","-166,348",31-12-2016,-1.1,"584,540",Fee,,,,,,,0.00119,0.00749,2.11x,1.64x,2.20x,1.71x,"2,589,161","1,649,862",10.5,"1,720,086",10.9,89.7,"23,129","47,095","869,076",SF,"93,725",0,0,"300,000","41,965",,1989,2018,6484.0
Loan,1.7,"Ronald M. Sangster, PLLC",5.0,31-7-2023,8627.0,"Hickey, Cianciolo, Fishman Finn",4.8,28-2-2021,8236.0,"Wilshire Benefits Group, Inc.",4.4,30-9-2024,7541.0,Affiliated Construction Services,3.9,30-6-2023,6706.0,No,6-2-2029,901 Wilshire Drive,0.01448,"793,621.53","$1,004,179.68",29-1-2019,"23,650,000",8-1-2019,0.00030,0.00050,Springing,Troy,,,,,,,,Oakland,No,65.5,"15,500,000",90.56,,,,Suburban,Sixth,31-1-2019,9-1-2019,6-3-2022,6-3-2019,26,Office,0,0,,,"157,664",Actual/360,"Seitzinger Financial Group, Inc.",21.8,31-3-2024,37377.0,27.0,Refinance,Springing,0.00250,6-2-2029,58.2,"13,758,835","66,135.13","83,681.64",0,"4,279","25,000","20,544",SMC,SMC,5.0500,"1,109,026","1,197,570",31-12-2018,7.7,"2,306,596",1.0,Deborah Romans; The Deborah A. Romans Revocable Trust,4-2-2019,1-1-2019,83.9,0,360.0,"15,500,000",36.0,120.0,"Holdback Reserve ($124,587); Rent Concession Reserve ($33,077)",,0.00000,LO(6);YM1(108);O(6),0.00250,Wilshire Plaza Office,,360.0,35.0,119.0,0,1.0,"1,277,600","1,195,875",31-12-2017,7.7,"2,473,474",,No,171165.0,Deborah Romans; The Deborah A. Romans Revocable Trust,MI,"1,500,000","1,523,915","2,513,120",31-12-2016,16.2,"4,037,034",Fee,,,,,,,0.00119,0.00749,1.86x,1.47x,2.14x,1.69x,"2,904,308","1,474,834",9.5,"1,697,348",11.0,84.3,"51,350","171,165","1,206,960",SF,"552,200",0,"200,000","300,000","41,088",F,1984,,48084.0
Loan,1.4,Commonwealth of PA,36.4,30-4-2029,37425.0,Corvel Healthcare Corporation,10.7,30-11-2024,10960.0,Centurylink,6.8,31-10-2020,6946.0,Superior Energy,4.1,31-8-2022,4188.0,No,6-2-2029,1000 Madison Avenue,0.06198,"736,258.84","907,563.48",13-12-2018,"18,200,000",20-11-2018,0.00030,0.00050,Springing,Norristown,,,,,,,,Montgomery,No,74.2,"13,500,000",131.20,,,,Suburban,Sixth,26-11-2018,27-11-2018,6-3-2021,6-3-2019,,Office,0,0,,,"70,402",Actual/360,MRO Corporation,42.2,30-4-2024,43375.0,28.0,Acquisition,Hard,0.00250,6-2-2029,64.9,"11,810,197","61,354.90","75,630.29","1,350","1,715","4,287","18,875",CCRE,CCRE,5.37906,"815,214","1,320,008",30-9-2018 TTM,9.8,"2,135,223",1.0,Ephraim Hasenfeld,7-1-2019,1-1-2019,100.0,0,360.0,"13,500,000",24.0,120.0,OAG Work Reserve,,0.00000,LO(25);DEF(91);O(4),0.05000,1000 Madison Avenue,,360.0,23.0,119.0,0,1.0,"830,753","1,102,055",31-12-2017,8.2,"1,932,809",,No,102894.0,Ephraim Hasenfeld,PA,"500,000","788,667","1,255,901",31-12-2016,9.3,"2,044,568",Fee,,,,,,,0.00119,0.00749,1.79x,1.45x,1.92x,1.56x,"2,219,674","1,317,478",9.8,"1,415,950",10.5,95.0,"20,579","77,894","803,723",SF,0,"8,100",0,"250,000","71,625",,1989,2012,19403.0
Loan,1.4,,,,,,,,,,,,,,,,,No,6-11-2028,7420 Orion Court,0.01448,"737,725.83",0.00,23-10-2018,"20,900,000",10-7-2018,0.00030,0.00050,Springing,Midland,,,,,,,,Midland,No,64.1,"13,400,000","121,818.18","1,000,000",,,Garden,Sixth,19-7-2018,17-7-2018,,6-12-2018,,Multifamily,0,0,,,0,Actual/360,,,,,29.0,Refinance,Springing,0.00250,6-11-2028,64.1,"13,400,000","61,477.15",0.00,"1,155","2,292",0,"28,583",BSPRT,BSPRT,5.4300,"629,430","837,810",31-12-2018,6.3,"1,467,240",1.0,David Conwill; Steven B. Kimmelman; Leslie Leohr,2-11-2018,31-1-2019,94.5,0,0.0,"13,400,000",120.0,120.0,,,0.00000,LO(28);DEF(88);O(4),0.00250,Clearpointe Landing,,0.0,116.0,116.0,0,4.0,,,,,,,No,110.0,David Conwill; Steven B. Kimmelman; Leslie Leohr,MI,0,,,,,,Fee,68.9,1.36x,8.2,,,,0.00119,0.00749,1.57x,,1.61x,,"1,850,116","1,158,131",8.6,"1,185,631",8.8,93.7,"27,500",0,"664,485",Units,0,"13,861","2,292",0,"57,167",,2016,,48642.0
Loan,1.1,,,,,,,,,,,,,,,,,No,1-1-2029,,0.03448,"474,500.04","620,923.68",,"57,000,000",,0.00030,0.00050,Springing,,,,,,,,,,No,65.0,"10,000,000","78,495.76",,"27,050,000",,,First,,,1-2-2024,1-2-2019,"5, 6, 7, 9, 27",,5,0,,,"1,089,000",Actual/360,,,,,30.0,Acquisition,Soft,0.00250,1-1-2029,59.8,"9,192,798","39,541.67","51,743.64",0,0,0,0,MSBNA,MSMCH,4.6800,"12,183,984","6,821,129",31-10-2018 TTM,18.4,"19,005,113",4.0,Reed Halladay; The Halladay Family Trust,19-12-2018,,75.7,0,360.0,"10,000,000",60.0,120.0,PIP Reserve,,0.02250,LO(26);DEF(81);O(13),0.00000,Residence Inn National Portfolio,,360.0,58.0,118.0,0,2.0,"12,188,479","6,880,322",31-12-2017,18.6,"19,068,801",,,472.0,PEG Development; Argosy Real Estate Partners,,0,"12,220,200","6,763,996",31-12-2016,18.3,"18,984,196",,,,,65.0,2.49x,18.0,0.00119,0.00749,3.25x,2.49x,3.79x,2.89x,"18,704,425","5,720,804",15.4,"6,656,026",18.0,75.4,"935,222",0,"12,048,399",Rooms,"96,000",0,0,0,"92,030",,,,
Property,0.3,,,,,,,,,,,,,,,,,,,3030 Center Green Drive,,,,4-12-2018,"18,620,000",5-11-2018,,,,Boulder,,,,,,,,Boulder,,,"3,266,667",,,,,Extended Stay,,20-12-2018,20-12-2018,,,,Hospitality,,,,31-12-2028,,,,,,,30.01,,,,,,"3,002,981",,,,,,,MSBNA,MSMCH,,"3,543,819","2,469,713",31-10-2018 TTM,,"6,013,532",,,,31-10-2018,69.8,,,"3,266,667",,,,,,,,Residence Inn Boulder,,,,,,,"3,750,620","2,695,335",31-12-2017,,"6,445,955",,No,128.0,,CO,,"3,612,659","2,522,063",31-12-2016,,"6,134,722",Fee,,,,,,,,,,,,,"5,644,758","2,021,665",,"2,303,903",,70.2,"282,238",0,"3,340,855",Rooms,,,,,,,1986,2018,80301.0
Property,0.3,,,,,,,,,,,,,,,,,,,2960 Piedmont Road Northeast,,,,10-12-2018,"15,638,000",7-11-2018,,,,Atlanta,,,,,,,,Fulton,,,"2,743,590",,,,,Extended Stay,,20-12-2018,20-12-2018,,,,Hospitality,,,,31-12-2028,,,,,,,30.02,,,,,,"2,522,127",,,,,,,MSBNA,MSMCH,,"3,442,282","1,774,102",31-10-2018 TTM,,"5,216,384",,,,31-10-2018,76.5,,,"2,743,590",,,,,,,,Residence Inn Atlanta Buckhead,,,,,,,"3,441,407","1,679,779",31-12-2017,,"5,121,186",,No,136.0,,GA,,"3,473,008","1,515,361",31-12-2016,,"4,988,369",Fee,,,,,,,,,,,,,"5,253,311","1,514,948",,"1,777,614",,76.8,"262,666",0,"3,475,697",Rooms,,,,,,,1987,2018,30305.0
Property,0.2,,,,,,,,,,,,,,,,,,,950 West Walnut Hill Lane,,,,4-12-2018,"12,689,000",5-11-2018,,,,Irving,,,,,,,,Dallas,,,"2,226,181",,,,,Extended Stay,,20-12-2018,20-12-2018,,,,Hospitality,,,,31-12-2028,,,,,,,30.03,,,,,,"2,046,483",,,,,,,MSBNA,MSMCH,,"2,955,947","1,435,785",31-10-2018 TTM,,"4,391,732",,,,31-10-2018,80.8,,,"2,226,181",,,,,,,,Residence Inn Dallas Las Colinas,,,,,,,"2,854,661","1,446,541",31-12-2017,,"4,301,202",,No,120.0,,TX,,"2,892,427","1,638,061",31-12-2016,,"4,530,488",Fee,,,,,,,,,,,,,"4,422,891","1,216,966",,"1,438,111",,78.7,"221,145",0,"2,984,780",Rooms,,,,,,,1989,2018,75038.0
